id,original_title,target,vote_average,Action,Adventure,Fantasy,ScienceFiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TVMovie,director,cast,keywords
534,Terminator Salvation,6,5.9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,McG,"AntonYelchin,ChristianBale,MoonBloodgood,SamWorthington","['saving the world', 'artificial intelligence', 'prophecy', 'san francisco', 'cyborg', 'killer robot', 'gas station', 'post-apocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'los angeles']"
168259,Furious 7,7,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Wan,"DwayneJohnson,MichelleRodriguez,PaulWalker,VinDiesel","['car race', 'speed', 'revenge', 'suspense', 'car', 'race', 'muscle car']"
72190,World War Z,7,6.7,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Marc Forster,"AbigailHargrove,BradPitt,MireilleEnos,SterlingJerins","['dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse']"
127585,X-Men: Days of Future Past,8,7.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bryan Singer,"HughJackman,JamesMcAvoy,JenniferLawrence,MichaelFassbender","['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']"
54138,Star Trek Into Darkness,7,7.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.J. Abrams,"ChrisPine,KarlUrban,ZacharyQuinto,ZoeSaldana","['spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d']"
81005,Jack the Giant Slayer,6,5.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bryan Singer,"EleanorTomlinson,EwanMcGregor,NicholasHoult,StanleyTucci","['based on fairy tale', 'giant']"
64682,The Great Gatsby,7,7.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Baz Luhrmann,"CareyMulligan,JoelEdgerton,LeonardoDiCaprio,TobeyMaguire","['based on novel', 'infidelity', 'obsession', 'hope', '3d']"
9543,Prince of Persia: The Sands of Time,6,6.2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mike Newell,"AlfredMolina,BenKingsley,GemmaArterton,JakeGyllenhaal","['persia', 'sandstorm', 'brother against brother', 'armageddon', 'regent', 'based on video game']"
68726,Pacific Rim,7,6.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guillermo del Toro,"CharlieDay,CharlieHunnam,IdrisElba,RonPerlman","['dystopia', 'giant robot', 'giant monster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d']"
38356,Transformers: Dark of the Moon,6,6.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Bay,"FrancesMcDormand,JohnMalkovich,KenJeong,ShiaLaBeouf","['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger']"
217,Indiana Jones and the Kingdom of the Crystal Skull,6,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Spielberg,"CateBlanchett,HarrisonFord,RayWinstone,ShiaLaBeouf","['saving the world', 'riddle', 'whip', 'treasure', 'mexico city', 'leather jacket', 'machinegun', 'alien phenomenons', 'maya civilization', 'peru', 'treasure hunt', 'nuclear explosion', 'refrigerator', 'archaeologist', 'indiana jones', 'archeology\xa0']"
105864,The Good Dinosaur,7,6.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Peter Sohn,"FrancesMcDormand,JackBright,JeffreyWright,RaymondOchoa","['tyrannosaurus rex', 'friends', 'alternate history', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey']"
62177,Brave,7,6.7,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Brenda Chapman,"BillyConnolly,EmmaThompson,JulieWalters,KellyMacdonald","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d']"
188927,Star Trek Beyond,7,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Justin Lin,"ChrisPine,KarlUrban,SimonPegg,ZacharyQuinto","['sequel', 'stranded', 'hatred', 'space opera']"
10681,WALL·E,8,7.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Andrew Stanton,"BenBurtt,ElissaKnight,FredWillard,JeffGarlin",['romantic comedy']
5174,Rush Hour 3,6,6.1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Brett Ratner,"ChrisTucker,HiroyukiSanada,JackieChan,MaxvonSydow",['ambassador']
14161,2012,6,5.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roland Emmerich,"AmandaPeet,ChiwetelEjiofor,JohnCusack,ThandieNewton","['civilization', 'natural disaster', 'end of the world', 'disaster', 'apocalypse', 'destruction', 'volcanic eruption', 'mayan', 'ark', 'solar', 'destruction  of mankind']"
17979,A Christmas Carol,7,6.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Robert Zemeckis,"DarylSabara,GaryOldman,JimCarrey,SteveValentine","['holiday', 'based on novel', 'victorian england', 'money', 'christmas eve', 'scrooge', 'christmas carol', 'ghost', 'lesson', 'charles dickens', 'christmas']"
76757,Jupiter Ascending,5,5.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lilly Wachowski,"ChanningTatum,EddieRedmayne,MilaKunis,SeanBean","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']"
258489,The Legend of Tarzan,6,5.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Yates,"AlexanderSkarsgård,ChristophWaltz,MargotRobbie,SamuelL.Jackson","['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7,6.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Andrew Adamson,"AnnaPopplewell,GeorgieHenley,SkandarKeynes,WilliamMoseley","['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger']"
246655,X-Men: Apocalypse,6,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bryan Singer,"JamesMcAvoy,JenniferLawrence,MichaelFassbender,NicholasHoult","['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']"
155,The Dark Knight,8,8.2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Christopher Nolan,"AaronEckhart,ChristianBale,HeathLedger,MichaelCaine","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']"
14160,Up,8,7.7,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Pete Docter,"BobPeterson,ChristopherPlummer,EdAsner,JordanNagai","['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']"
15512,Monsters vs Aliens,6,6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Conrad Vernon,"HughLaurie,PaulRudd,ReeseWitherspoon,SethRogen","['alien', 'giant robot', 'duringcreditsstinger']"
1726,Iron Man,7,7.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon Favreau,"JeffBridges,RobertDowneyJr.,ShaunToub,TerrenceHoward","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']"
44826,Hugo,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Martin Scorsese,"AsaButterfield,BenKingsley,ChloëGraceMoretz,SachaBaronCohen","['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']"
8487,Wild Wild West,5,5.1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Barry Sonnenfeld,"KennethBranagh,KevinKline,SalmaHayek,WillSmith","['steampunk', 'based on tv series', 'steam locomotive', 'drag']"
1735,The Mummy: Tomb of the Dragon Emperor,5,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rob Cohen,"BrendanFraser,JetLi,JohnHannah,MariaBello",[]
297761,Suicide Squad,6,5.9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Ayer,"JoelKinnaman,MargotRobbie,ViolaDavis,WillSmith","['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']"
2698,Evan Almighty,5,5.3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Tom Shadyac,"JimmyBennett,JohnGoodman,LaurenGraham,SteveCarell","['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]"
137113,Edge of Tomorrow,8,7.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doug Liman,"BillPaxton,BrendanGleeson,EmilyBlunt,TomCruise","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']"
9804,Waterworld,6,5.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Reynolds,"ChaimGirafi,KevinCostner,R.D.Call,RickAviles","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']"
14869,G.I. Joe: The Rise of Cobra,6,5.6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen Sommers,"ChanningTatum,DennisQuaid,MarlonWayans,SiennaMiller","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']"
150540,Inside Out,8,8,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Pete Docter,"AmyPoehler,BillHader,PhyllisSmith,RichardKind","['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']"
278927,The Jungle Book,7,6.7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jon Favreau,"BenKingsley,BillMurray,IdrisElba,NeelSethi","['based on novel', 'snake', 'wolf', 'elephant', 'tiger', 'feral child', 'panther', 'remake', 'bear', 'jungle', 'talking animal', 'orphan', 'animal', 'talking to animals']"
10138,Iron Man 2,7,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon Favreau,"DonCheadle,GwynethPaltrow,RobertDowneyJr.,ScarlettJohansson","['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']"
